"Release","File","# Authors in Release","LOC","Avg Churn in Release","# Revision in Release","Avg LOC Added in release","Feature 6","Feature 7","Feature 8","Feature 9","Feature 10","Buggy"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/AbstractBenchmark.java","0","96","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookieBenchmark.java","0","96","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookkeeperBenchmark.java","1","85","1","1","2","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/FakeBookie.java","1","91","0","1","2","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/common/ByteStringInterner.java","0","35","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/common/ServerConfiguration.java","2","536","13","3","13","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/common/TerminateJVMExceptionHandler.java","0","29","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/common/TopicOpQueuer.java","0","100","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/common/UnexpectedError.java","0","32","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/delivery/ChannelEndPoint.java","0","81","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryCallback.java","0","25","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryEndPoint.java","0","26","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryManager.java","0","83","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java","1","854","21","3","63","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/handlers/BaseHandler.java","0","61","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ChannelDisconnectListener.java","0","27","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/handlers/CloseSubscriptionHandler.java","0","95","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ConsumeHandler.java","0","65","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/handlers/Handler.java","0","34","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/handlers/NettyHandlerBean.java","0","43","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/handlers/NettyHandlerMXBean.java","0","28","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/handlers/PublishHandler.java","0","81","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscribeHandler.java","0","201","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscriptionChannelManager.java","0","193","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/handlers/UnsubscribeHandler.java","0","97","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigJMXService.java","0","34","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigMBeanInfo.java","0","25","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigMBeanRegistry.java","0","44","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/meta/FactoryLayout.java","1","151","1","1","3","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/meta/MetadataManagerFactory.java","0","192","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java","1","781","1","1","6","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/meta/SubscriptionDataManager.java","0","144","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/meta/TopicOwnershipManager.java","0","90","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/meta/TopicPersistenceManager.java","0","87","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/meta/ZkMetadataManagerFactory.java","2","758","0","2","5","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServer.java","1","473","0","1","1","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerBean.java","0","75","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerMXBean.java","0","57","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerPipelineFactory.java","0","69","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/netty/ServerStats.java","0","182","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/netty/UmbrellaHandler.java","1","140","0","1","3","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java","1","1137","1","1","2","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheKey.java","0","67","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheValue.java","0","91","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CancelScanRequest.java","0","25","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/Factory.java","0","20","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/LocalDBPersistenceManager.java","1","442","2","1","3","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/MapMethods.java","0","56","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManager.java","0","90","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManagerWithRangeScan.java","0","25","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistRequest.java","0","54","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/RangeScanRequest.java","0","70","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java","0","762","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCacheBean.java","0","58","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCacheMXBean.java","0","41","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanCallback.java","0","57","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanCallbackWithContext.java","0","49","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanRequest.java","0","58","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ChannelTracker.java","0","119","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/proxy/HedwigProxy.java","0","160","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyCloseSubscriptionHandler.java","0","63","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyConfiguration.java","0","33","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyConsumeHandler.java","0","53","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyPublishHander.java","0","56","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStartDeliveryHandler.java","0","119","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStopDeliveryHandler.java","0","67","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxySubscribeHandler.java","1","78","3","1","5","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyUnsubscribeHandler.java","0","67","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClient.java","0","44","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClientFactory.java","0","67","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubSubscriber.java","0","78","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java","0","320","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/ssl/SslServerContextFactory.java","0","48","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java","1","724","6","1","8","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AllToAllTopologyFilter.java","0","68","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionManager.java","0","113","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionState.java","0","180","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/MMSubscriptionManager.java","0","121","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionEventListener.java","0","52","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionManager.java","0","111","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/topics/AbstractTopicManager.java","1","184","56","1","79","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubInfo.java","0","146","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubLoad.java","0","117","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubServerManager.java","0","98","0","0","0","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/topics/MMTopicManager.java","1","318","1","1","2","null","null","null","null","null","null"
"3","hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicManager.java","1","72","8","1","8","null","null","null","null","null","null"
